"SYMBOL"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"seqnames"	"start"	"end"	"width"	"strand"	"width.1"	"strand.1"	"Conc"	"Conc_treated"	"Conc_control"	"Fold"	"p.value"	"FDR"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENTREZID"	"GENENAME"
"SNHG12"	1.99517928	9.227607744	13.0338989	2.76e-05	0.004979876	3.427750855	"1"	28579270	28581038	1769	"*"	1770	"*"	3.553782547	2.467989036	4.166245395	-1.87327737	0.03808907	0.998642427	"Promoter (<=1kb)"	1	28578538	28581010	2473	2	"ENSG00000197989"	"ENST00000464612"	0	85028	"small nucleolar RNA host gene 12"
"SPOCK1"	2.449274996	7.56128712	17.41127324	5.97e-06	0.003490126	4.859860726	"5"	137497104	137501087	3984	"*"	3985	"*"	2.826208348	2.567849079	3.045252085	-0.665631769	0.519017548	0.998642427	"Promoter (<=1kb)"	5	136975298	137499326	524029	2	"ENSG00000152377"	"ENST00000394945"	0	6695	"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1"
"SPOCK1"	2.449274996	7.56128712	17.41127324	5.97e-06	0.003490126	4.859860726	"5"	137323000	137325067	2068	"*"	2069	"*"	0.746954922	0	1.52290579	-2.483459761	0.507709907	0.998642427	"Intron (ENST00000394945/ENSG00000152377, intron 2 of 10)"	5	136992515	137313577	321063	2	"ENSG00000152377"	"ENST00000635347"	-9423	6695	"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1"
"TJP1"	1.235758634	7.662087729	7.428440247	0.000496708	0.019898042	0.393202892	"15"	29723012	29724706	1695	"*"	1696	"*"	0.689206385	0	1.455260605	-2.418428481	0.519951834	0.998642427	"Promoter (2-3kb)"	15	29718893	29720128	1236	2	"ENSG00000104067"	"ENST00000561307"	-2884	7082	"tight junction protein 1"
"TMEM132B"	1.830617699	0.915308849	7.771225073	0.000396442	0.017537416	0.639675465	"12"	125500810	125502562	1753	"*"	1754	"*"	0.205683593	0	1.205683593	-4.38115175	0.375059067	0.998642427	"Intron (ENST00000682704/ENSG00000139364, intron 3 of 8)"	12	125622452	125662377	39926	1	"ENSG00000139364"	"ENST00000613307"	-119890	114795	"transmembrane protein 132B"
"TMEM163"	2.557475114	2.581034422	4.179280814	0.007332511	0.082227801	-2.594535545	"2"	134566168	134567367	1200	"*"	1201	"*"	0	0	0.829493498	-4.02330076	0.408339565	0.998642427	"Intron (ENST00000281924/ENSG00000152128, intron 2 of 7)"	2	134455764	134470036	14273	2	"ENSG00000152128"	"ENST00000476823"	-96132	81615	"transmembrane protein 163"
"TNRC6B-DT"	2.595745427	4.80507286	6.260187446	0.001150629	0.030154577	-0.533075917	"22"	40040461	40041660	1200	"*"	1201	"*"	1.209457878	0.653404657	1.60982056	-1.091535882	0.660168715	0.998642427	"Promoter (2-3kb)"	22	40043068	40044530	1463	2	"ENSG00000261202"	"ENST00000569912"	2870	114841040	"TNRC6B divergent transcript"
"TRDN"	1.528320834	0.764160417	5.652057712	0.00187478	0.03948261	-1.075397998	"6"	123717665	123718864	1200	"*"	1201	"*"	0	0	0.78940098	-3.988179206	0.460195395	0.998642427	"Distal Intergenic"	6	123503651	123637093	133443	2	"ENSG00000186439"	"ENST00000546248"	-80572	10345	"triadin"
"TRPC1"	1.779858654	4.694824405	15.24390802	1.21e-05	0.003490126	4.22095919	"3"	142765544	142766743	1200	"*"	1201	"*"	0	0	0.78940098	-3.988179206	0.460195395	0.998642427	"Intron (ENST00000476941/ENSG00000144935, intron 4 of 12)"	3	142780940	142785287	4348	1	"ENSG00000144935"	"ENST00000480101"	-14197	7220	"transient receptor potential cation channel subfamily C member 1"
"TRPM3"	2.163951032	2.138617183	4.618868392	0.004736401	0.065083411	-2.108095023	"9"	71360329	71361588	1260	"*"	1261	"*"	0.138895144	0	0.78461982	-1.790119691	0.711887613	0.998642427	"Intron (ENST00000357533/ENSG00000083067, intron 1 of 24)"	9	70535944	71446835	910892	2	"ENSG00000083067"	"ENST00000357533"	85247	80036	"transient receptor potential cation channel subfamily M member 3"
"TRPM3"	2.163951032	2.138617183	4.618868392	0.004736401	0.065083411	-2.108095023	"9"	71058103	71060725	2623	"*"	2624	"*"	1.764521145	0.5727102	2.408143692	-1.943040272	0.235668969	0.998642427	"Intron (ENST00000677713/ENSG00000083067, intron 1 of 25)"	9	70529063	71121598	592536	2	"ENSG00000083067"	"ENST00000377110"	60873	80036	"transient receptor potential cation channel subfamily M member 3"
"ZBTB7C"	1.547952063	1.302296865	3.022410145	0.026619577	0.162506746	-4.014942253	"18"	48428179	48429466	1288	"*"	1289	"*"	0.20535457	0	0.834639534	-1.728352573	0.684568302	0.998642427	"Distal Intergenic"	18	48041052	48410752	369701	2	"ENSG00000184828"	"ENST00000588149"	-17427	201501	"zinc finger and BTB domain containing 7C"
"ZBTB7C"	1.547952063	1.302296865	3.022410145	0.026619577	0.162506746	-4.014942253	"18"	48402476	48411067	8592	"*"	8593	"*"	3.966689719	3.422817041	4.360734948	-1.128255824	0.142140135	0.998642427	"Promoter (<=1kb)"	18	48026672	48409383	382712	2	"ENSG00000184828"	"ENST00000590800"	0	201501	"zinc finger and BTB domain containing 7C"
