"seqnames","start","end","width","strand","V4","V5","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENTREZID","SYMBOL","GENENAME"
"3",122340795,122341194,400,"*","*",0.976589901,"Intron (ENST00000264474/ENSG00000121552, intron 2 of 2)",3,122325262,122338270,13009,1,"ENSG00000121552","ENST00000479204",15533,"1475","CSTA","cystatin A"
"3",141354355,141354754,400,"*","*",0.968309494,"Intron (ENST00000637579/ENSG00000155893, intron 6 of 6)",3,141267353,141367137,99785,2,"ENSG00000249417","ENST00000507698",12383,NA,NA,NA
"X",44184270,44184669,400,"*","*",0.97313001,"Intron (ENST00000420999/ENSG00000183690, intron 11 of 14)",23,44147882,44225756,77875,2,"ENSG00000183690","ENST00000343571",41087,"80258","EFHC2","EF-hand domain containing 2"
"3",194070487,194070886,400,"*","*",0.553932342,"Promoter (<=1kb)",3,194009458,194070952,61495,2,"ENSG00000230102","ENST00000449350",66,"285389","LINC02028","long intergenic non-protein coding RNA 2028"
"6",40541073,40541472,400,"*","*",0.554355043,"Intron (ENST00000338305/ENSG00000156564, intron 1 of 2)",6,40505507,40523963,18457,2,"ENSG00000226454","ENST00000648418",-17110,"57497","LRFN2","leucine rich repeat and fibronectin type III domain containing 2"
"20",50602835,50603234,400,"*","*",0.554623763,"Intron (ENST00000327979/ENSG00000042062, intron 12 of 21)",20,50589717,50597609,7893,2,"ENSG00000042062","ENST00000488529",-5226,"140876","RIPOR3","RIPOR family member 3"
"17",1516649,1517048,400,"*","*",-0.356481039,"Promoter (<=1kb)",17,1494609,1516742,22134,2,"ENSG00000132376","ENST00000406424",0,"51763","INPP5K","inositol polyphosphate-5-phosphatase K"
"17",8785801,8786200,400,"*","*",-0.600185559,"Distal Intergenic",17,8797110,8799365,2256,2,"ENSG00000185156","ENST00000329805",13165,"162387","MFSD6L","major facilitator superfamily domain containing 6 like"
"12",12267883,12268282,400,"*","*",-0.600221828,"Promoter (<=1kb)",12,12116025,12267044,151020,2,"ENSG00000070018","ENST00000261349",-839,"4040","LRP6","LDL receptor related protein 6"
"1",62341579,62341978,400,"*","*",-0.60024871,"Distal Intergenic",1,62236165,62319434,83270,2,"ENSG00000132854","ENST00000371153",-22145,"163782","KANK4","KN motif and ankyrin repeat domains 4"
"4",138235505,138235904,400,"*","*",-0.600243251,"Intron (ENST00000280612/ENSG00000151012, intron 2 of 11)",4,138164097,138242349,78253,2,"ENSG00000151012","ENST00000280612",6445,"23657","SLC7A11","solute carrier family 7 member 11"
"1",20098386,20098785,400,"*","*",-0.600241256,"Distal Intergenic",1,20111939,20119536,7598,2,"ENSG00000117215","ENST00000375105",20751,"26279","PLA2G2D","phospholipase A2 group IID"
"2",218083793,218084192,400,"*","*",-0.60024553,"Intron (ENST00000457754/ENSG00000188282, intron 12 of 13)",2,218072871,218075720,2850,1,"ENSG00000188282","ENST00000463872",10922,"285180","RUFY4","RUN and FYVE domain containing 4"
"6",3131142,3131541,400,"*","*",-0.60024553,"Intron (ENST00000434640/ENSG00000137274, intron 5 of 7)",6,3126796,3152533,25738,1,"ENSG00000137274","ENST00000488487",4346,"670","BPHL","biphenyl hydrolase like"
"21",45223338,45223737,400,"*","*",-0.600252265,"3' UTR",21,45234308,45264547,30240,1,"ENSG00000182586","ENST00000660971",-10571,"114042","LINC00334","long intergenic non-protein coding RNA 334"
"12",131328294,131328693,400,"*","*",-0.600265876,"Distal Intergenic",12,131310045,131312811,2767,2,"ENSG00000286462","ENST00000666848",-15483,"124903055","LOC124903055","uncharacterized LOC124903055"
"3",132113941,132114340,400,"*","*",-0.600268715,"Intron (ENST00000512055/ENSG00000196353, intron 2 of 19)",3,132175402,132176711,1310,1,"ENSG00000240854","ENST00000470499",-61062,"729674","PSMC2P1","PSMC2 pseudogene 1"
"5",1948788,1949187,400,"*","*",-0.600268715,"Promoter (<=1kb)",5,1948947,1959189,10243,1,"ENSG00000248994","ENST00000660145",0,NA,NA,NA
"2",178416391,178416790,400,"*","*",-0.60027124,"Promoter (2-3kb)",2,178414023,178432282,18260,1,"ENSG00000223960","ENST00000415236",2368,"101927027","CHROMR","cholesterol induced regulator of metabolism RNA"
"3",126343867,126344266,400,"*","*",-0.600275219,"Exon (ENST00000296233/ENSG00000163884, exon 3 of 3)",3,126352675,126354285,1611,2,"ENSG00000163884","ENST00000509675",10019,"28999","KLF15","KLF transcription factor 15"
"9",105793367,105793766,400,"*","*",-0.600275219,"Distal Intergenic",9,105758164,105760755,2592,1,"ENSG00000232486","ENST00000421655",35203,NA,NA,NA
"13",44402869,44403268,400,"*","*",-0.600277499,"Promoter (2-3kb)",13,44400173,44405953,5781,2,"ENSG00000237361","ENST00000432701",2685,"400128","TUSC8","tumor suppressor candidate 8"
"19",33065027,33065426,400,"*","*",-0.600284011,"Promoter (<=1kb)",19,32979639,33064888,85250,2,"ENSG00000131941","ENST00000588388",-139,"85415","RHPN2","rhophilin Rho GTPase binding protein 2"
"2",240041086,240041485,400,"*","*",-0.600297792,"Distal Intergenic",2,240045077,240047027,1951,2,"ENSG00000178586","ENST00000641019",5542,"150681","OR6B3","olfactory receptor family 6 subfamily B member 3"
"4",169833105,169833504,400,"*","*",1.34066993,"Promoter (<=1kb)",4,169832653,169833363,711,1,"ENSG00000248625","ENST00000503181",452,"402192","LOC402192","chloride nucleotide-sensitive channel 1A pseudogene"
"15",68014408,68014807,400,"*","*",-1.84281638,"Distal Intergenic",15,67985059,67986288,1230,1,"ENSG00000260109","ENST00000568867",29349,NA,NA,NA
"1",194296874,194297273,400,"*","*",-1.830775744,"Distal Intergenic",1,194350943,194352426,1484,1,"ENSG00000231714","ENST00000435554",-53670,NA,NA,NA
"2",206106702,206107101,400,"*","*",-1.830775744,"Distal Intergenic",2,206115547,206122323,6777,1,"ENSG00000231955","ENST00000453039",-8446,NA,NA,NA
"10",47452405,47452804,400,"*","*",0.507142718,"Distal Intergenic",10,47460191,47462683,2493,2,"ENSG00000265190","ENST00000602274",9879,"653145","ANXA8","annexin A8"
"4",119628927,119629326,400,"*","*",-0.578323502,"Promoter (<=1kb)",4,119494403,119628804,134402,2,"ENSG00000138735","ENST00000354960",-123,"8654","PDE5A","phosphodiesterase 5A"
"1",206900199,206900598,400,"*","*",-0.578323474,"Promoter (2-3kb)",1,206897833,206902072,4240,1,"ENSG00000162892","ENST00000480741",2366,"11009","IL24","interleukin 24"
"6",47443800,47444199,400,"*","*",-0.57832351,"Distal Intergenic",6,47477243,47477572,330,2,"ENSG00000270761","ENST00000604014",33373,NA,NA,NA
"2",105440827,105441226,400,"*","*",-0.578323531,"Promoter (2-3kb)",2,105385897,105438513,52617,2,"ENSG00000115641","ENST00000607522",-2314,"2274","FHL2","four and a half LIM domains 2"
"8",123015235,123015634,400,"*","*",-0.578323537,"3' UTR",8,123015442,123025650,10209,2,"ENSG00000136986","ENST00000519018",10016,"79139","DERL1","derlin 1"
"9",27097379,27097778,400,"*","*",-0.578323537,"Distal Intergenic",9,27102630,27104728,2099,1,"ENSG00000254396","ENST00000522960",-4852,NA,NA,NA
"2",27069376,27069775,400,"*","*",-0.578323539,"Promoter (1-2kb)",2,27070472,27071649,1178,2,"ENSG00000228474","ENST00000447619",1874,"100128731","OST4","oligosaccharyltransferase complex subunit 4, non-catalytic"
"X",13610785,13611184,400,"*","*",-0.578323689,"Intron (ENST00000361306/ENSG00000198759, intron 7 of 11)",23,13623819,13627064,3246,1,"ENSG00000198759","ENST00000473826",-12635,"25975","EGFL6","EGF like domain multiple 6"
"3",130033658,130034057,400,"*","*",-0.578323884,"Promoter (1-2kb)",3,130034553,130035539,987,2,"ENSG00000251178","ENST00000514634",1482,"9432","OR7E21P","olfactory receptor family 7 subfamily E member 21 pseudogene"
"7",153415769,153416168,400,"*","*",1.943790337,"Promoter (1-2kb)",7,153399919,153413985,14067,2,"ENSG00000234722","ENST00000660414",-1784,"103724390","LINC01287","long intergenic non-protein coding RNA 1287"
"5",114500535,114500934,400,"*","*",-0.994305939,"Intron (ENST00000514115/ENSG00000246316, intron 3 of 6)",5,114486702,114496015,9314,1,"ENSG00000080709","ENST00000632892",13833,"3781","KCNN2","potassium calcium-activated channel subfamily N member 2"
"17",78278480,78278879,400,"*","*",-0.558628591,"Promoter (<=1kb)",17,78261349,78278492,17144,2,"ENSG00000204277","ENST00000374945",0,"100996291","LINC01993","long intergenic non-protein coding RNA 1993"
"1",95089499,95089898,400,"*","*",-0.558638208,"Distal Intergenic",1,94974405,95072951,98547,2,"ENSG00000172339","ENST00000370205",-16548,"199857","ALG14","ALG14 UDP-N-acetylglucosaminyltransferase subunit"
"4",1094176,1094575,400,"*","*",-0.558647322,"Intron (ENST00000506730/ENSG00000178222, intron 2 of 9)",4,1085710,1099860,14151,2,"ENSG00000178222","ENST00000512552",5285,"285498","RNF212","ring finger protein 212"
"17",17704086,17704485,400,"*","*",-0.558647099,"Intron (ENST00000353383/ENSG00000108557, intron 1 of 5)",17,17682495,17793143,110649,1,"ENSG00000108557","ENST00000471135",21591,"10743","RAI1","retinoic acid induced 1"
"11",8819072,8819471,400,"*","*",-0.558657719,"Intron (ENST00000534127/ENSG00000166444, intron 3 of 22)",11,8807826,8811580,3755,2,"ENSG00000166444","ENST00000531237",-7492,"6764","DENND2B","DENN domain containing 2B"
"15",67065613,67066012,400,"*","*",-0.558674016,"Promoter (<=1kb)",15,67065602,67195169,129568,1,"ENSG00000166949","ENST00000327367",11,"4088","SMAD3","SMAD family member 3"
"2",96451704,96452103,400,"*","*",-0.558681447,"Distal Intergenic",2,96497646,96505345,7700,2,"ENSG00000163121","ENST00000310865",53242,"93082","NEURL3","neuralized E3 ubiquitin protein ligase 3"
"12",109257510,109257909,400,"*","*",-0.55869263,"Intron (ENST00000338432/ENSG00000076555, intron 45 of 52)",12,109263022,109266941,3920,1,"ENSG00000076555","ENST00000537279",-5113,"32","ACACB","acetyl-CoA carboxylase beta"
"11",66192272,66192671,400,"*","*",-0.558741595,"Intron (ENST00000320580/ENSG00000175115, intron 1 of 23)",11,66216198,66220677,4480,1,"ENSG00000175115","ENST00000531298",-23527,"55690","PACS1","phosphofurin acidic cluster sorting protein 1"
"14",100666159,100666558,400,"*","*",0.575785951,"Intron (ENST00000556697/ENSG00000196273, intron 1 of 1)",14,100663121,100663646,526,1,"ENSG00000196273","ENST00000554195",3038,"283601","LINC00523","long intergenic non-protein coding RNA 523"
"6",27757368,27757767,400,"*","*",0.575786362,"Promoter (<=1kb)",6,27757445,27763269,5825,1,"ENSG00000287252","ENST00000689964",0,NA,NA,NA
"1",231053218,231053617,400,"*","*",0.575785756,"Distal Intergenic",1,231018958,231040254,21297,2,"ENSG00000182118","ENST00000366654",-12964,"375061","FAM89A","family with sequence similarity 89 member A"
"2",241116675,241117074,400,"*","*",0.575789816,"Promoter (1-2kb)",2,241118725,241118943,219,1,"ENSG00000235861","ENST00000434368",-1651,NA,NA,NA
"16",12792044,12792443,400,"*","*",0.575789634,"Intron (ENST00000381774/ENSG00000103381, intron 1 of 3)",16,12780974,12803844,22871,2,"ENSG00000103381","ENST00000539677",11401,"55313","CPPED1","calcineurin like phosphoesterase domain containing 1"
"10",124001820,124002219,400,"*","*",0.575790722,"Promoter (2-3kb)",10,124004304,124004828,525,2,"ENSG00000232334","ENST00000455505",2609,NA,NA,NA
"11",3609887,3610286,400,"*","*",0.575791854,"Promoter (<=1kb)",11,3609901,3637549,27649,1,"ENSG00000182048","ENST00000451043",0,NA,NA,NA
"1",236857650,236858049,400,"*","*",0.575793927,"Intron (ENST00000680454/ENSG00000116984, intron 18 of 31)",1,236835616,236900418,64803,1,"ENSG00000116984","ENST00000366576",22034,"4548","MTR","5-methyltetrahydrofolate-homocysteine methyltransferase"
"5",10995879,10996278,400,"*","*",0.575793907,"Intron (ENST00000304623/ENSG00000169862, intron 18 of 21)",5,10973587,11018060,44474,2,"ENSG00000169862","ENST00000506324",21782,"1501","CTNND2","catenin delta 2"
"18",48105929,48106328,400,"*","*",-0.985824544,"Intron (ENST00000590800/ENSG00000184828, intron 3 of 4)",18,48026673,48137361,110689,2,"ENSG00000184828","ENST00000535628",31033,"201501","ZBTB7C","zinc finger and BTB domain containing 7C"
"11",47939708,47940107,400,"*","*",-0.983059048,"Distal Intergenic",11,47905323,47905607,285,2,"ENSG00000254780","ENST00000524963",-34101,NA,NA,NA
"17",37359163,37359562,400,"*","*",-0.337290458,"Promoter (<=1kb)",17,37221518,37359121,137604,2,"ENSG00000278540","ENST00000613146",-42,"31","ACACA","acetyl-CoA carboxylase alpha"
"17",14362242,14362641,400,"*","*",-0.987932195,"Distal Intergenic",17,14374139,14421026,46888,1,"ENSG00000230647","ENST00000436469",-11498,NA,NA,NA
"19",32129801,32130200,400,"*","*",-0.987932195,"Intron (ENST00000651770/ENSG00000286041, intron 3 of 3)",19,32102088,32105916,3829,2,"ENSG00000267204","ENST00000591212",-23885,"101927411","LINC01782","long intergenic non-protein coding RNA 1782"
"7",122691991,122692390,400,"*","*",-0.766099333,"Intron (ENST00000449022/ENSG00000081803, intron 2 of 29)",7,122697735,122699117,1383,2,"ENSG00000188050","ENST00000340112",6727,"168433","RNF133","ring finger protein 133"
"12",75775057,75775456,400,"*","*",-0.985099847,"Intron (ENST00000552856/ENSG00000258077, intron 2 of 4)",12,75694010,75698816,4807,2,"ENSG00000258088","ENST00000548702",-76241,NA,NA,NA
"17",34493070,34493469,400,"*","*",-0.985099847,"Distal Intergenic",17,34479334,34479957,624,1,"ENSG00000225582","ENST00000441287",13736,NA,NA,NA
"19",44810508,44810907,400,"*","*",-0.540762792,"Promoter (1-2kb)",19,44809130,44812953,3824,1,"ENSG00000187244","ENST00000588603",1378,"4059","BCAM","basal cell adhesion molecule (Lutheran blood group)"
"1",40623979,40624378,400,"*","*",-0.540850449,"3' UTR",1,40593633,40594353,721,2,"ENSG00000233910","ENST00000445825",-29626,"728633","GTF2F2P2","general transcription factor IIF subunit 2 pseudogene 2"
"11",75194952,75195351,400,"*","*",-0.540970503,"Promoter (<=1kb)",11,75196254,75203408,7155,1,"ENSG00000137491","ENST00000530012",-903,"11309","SLCO2B1","solute carrier organic anion transporter family member 2B1"
"22",22291304,22291703,400,"*","*",-0.541058888,"Promoter (2-3kb)",22,22293733,22294794,1062,1,"ENSG00000234630","ENST00000412149",-2030,NA,NA,NA
"1",158071463,158071862,400,"*","*",-0.541098781,"Intron (ENST00000360089/ENSG00000183853, intron 1 of 12)",1,158086680,158100262,13583,1,"ENSG00000183853","ENST00000368172",-14818,"55243","KIRREL1","kirre like nephrin family adhesion molecule 1"
"X",65470434,65470833,400,"*","*",-0.982298349,"Promoter (1-2kb)",23,65469087,65470380,1294,1,"ENSG00000227534","ENST00000433173",1347,"645388","AP1M2P1","AP1M2 pseudogene 1"
"2",153221925,153222324,400,"*","*",-0.766625337,"Distal Intergenic",2,153208086,153208163,78,2,"ENSG00000226338","ENST00000443733",-13762,NA,NA,NA
"4",93676955,93677354,400,"*","*",-0.766625337,"Intron (ENST00000282020/ENSG00000152208, intron 14 of 15)",4,93769230,93810157,40928,1,"ENSG00000152208","ENST00000637838",-91876,"2895","GRID2","glutamate ionotropic receptor delta type subunit 2"
"6",84029221,84029620,400,"*","*",-0.763586977,"Distal Intergenic",6,84033772,84090881,57110,1,"ENSG00000135324","ENST00000257776",-4152,"112609","MRAP2","melanocortin 2 receptor accessory protein 2"
"4",172826874,172827273,400,"*","*",-0.976787928,"Intron (ENST00000506823/ENSG00000174473, intron 7 of 12)",4,172809360,173040100,230741,1,"ENSG00000174473","ENST00000616459",17514,"442117","GALNTL6","polypeptide N-acetylgalactosaminyltransferase like 6"
"10",26482004,26482403,400,"*","*",-0.984366012,"Intron (ENST00000376236/ENSG00000077420, intron 2 of 14)",10,26509589,26509704,116,1,"ENSG00000199733","ENST00000362863",-27186,"100873581","RNA5SP307","RNA, 5S ribosomal pseudogene 307"
"5",153689028,153689427,400,"*","*",-0.76556393,"Intron (ENST00000481559/ENSG00000155511, intron 8 of 10)",5,153755382,153755680,299,1,"ENSG00000242976","ENST00000476596",-65955,"106480969","RN7SL177P","RNA, 7SL, cytoplasmic 177, pseudogene"
"11",94394575,94394974,400,"*","*",-0.764009297,"Intron (ENST00000243673/ENSG00000123901, intron 2 of 3)",11,94379531,94401392,21862,2,"ENSG00000123901","ENST00000539203",6418,"10888","GPR83","G protein-coupled receptor 83"
"4",108514210,108514609,400,"*","*",-0.763258163,"Distal Intergenic",4,108417705,108419763,2059,2,"ENSG00000250485","ENST00000509881",-94447,NA,NA,NA
"1",51628885,51629284,400,"*","*",-0.978721635,"Intron (ENST00000371714/ENSG00000117859, intron 4 of 25)",1,51617114,51776912,159799,1,"ENSG00000117859","ENST00000489990",11771,"114883","OSBPL9","oxysterol binding protein like 9"
"20",44019243,44019642,400,"*","*",-0.524587609,"Intron (ENST00000341197/ENSG00000124191, intron 3 of 8)",20,44007248,44007537,290,1,"ENSG00000241229","ENST00000464331",11995,"106480510","RN7SL443P","RNA, 7SL, cytoplasmic 443, pseudogene"
"7",120900895,120901294,400,"*","*",-0.524696754,"Distal Intergenic",7,120838777,120858402,19626,2,"ENSG00000106025","ENST00000430985",-42493,"23554","TSPAN12","tetraspanin 12"
"19",18948748,18949147,400,"*","*",-0.524881855,"Distal Intergenic",19,18931586,18941261,9676,2,"ENSG00000051128","ENST00000596482",-7487,"9454","HOMER3","homer scaffold protein 3"
"10",75245789,75246188,400,"*","*",-0.524994974,"Promoter (2-3kb)",10,75243568,75361680,118113,1,"ENSG00000226051","ENST00000666247",2221,"253264","ZNF503-AS1","ZNF503 antisense RNA 1"
"1",30642934,30643333,400,"*","*",-0.525110066,"Distal Intergenic",1,30713767,30716135,2369,2,"ENSG00000162510","ENST00000494561",72802,"4146","MATN1","matrilin 1"
"13",41346369,41346768,400,"*","*",-0.525255225,"Intron (ENST00000379406/ENSG00000172766, intron 9 of 19)",13,41354557,41354659,103,2,"ENSG00000223280","ENST00000411348",7891,"100873765","RNU6-57P","RNA, U6 small nuclear 57, pseudogene"
"11",108497558,108497957,400,"*","*",-0.525346102,"Promoter (<=1kb)",11,108472116,108498384,26269,2,"ENSG00000178202","ENST00000323468",427,"143888","POGLUT3","protein O-glucosyltransferase 3"
"1",42133527,42133926,400,"*","*",-0.763681164,"Distal Intergenic",1,42140635,42141391,757,1,"ENSG00000228776","ENST00000434936",-6709,NA,NA,NA
"5",76649982,76650381,400,"*","*",-0.762912333,"Intron (ENST00000274364/ENSG00000145703, intron 17 of 35)",5,76654969,76660325,5357,1,"ENSG00000145703","ENST00000514579",-4588,"10788","IQGAP2","IQ motif containing GTPase activating protein 2"
"14",106410349,106410748,400,"*","*",-0.761426984,"Promoter (<=1kb)",14,106410493,106411021,529,2,"ENSG00000211958","ENST00000390618",273,"28429","IGHV3-38","immunoglobulin heavy variable 3-38 (non-functional)"
"16",1025204,1025603,400,"*","*",-1.800832714,"Distal Intergenic",16,991151,1000926,9776,2,"ENSG00000260496","ENST00000599946",-24278,NA,NA,NA
"8",43062133,43062532,400,"*","*",-0.975945779,"Intron (ENST00000534420/ENSG00000254673, intron 2 of 5)",8,43058952,43084798,25847,1,"ENSG00000168522","ENST00000533336",3181,"2339","FNTA","farnesyltransferase, CAAX box, alpha"
"8",123274566,123274965,400,"*","*",-0.333710519,"Promoter (<=1kb)",8,123248451,123274487,26037,2,"ENSG00000165156","ENST00000297857",-79,"11244","ZHX1","zinc fingers and homeoboxes 1"
"1",230196583,230196982,400,"*","*",0.519800729,"Intron (ENST00000494106/ENSG00000143641, intron 2 of 6)",1,230255358,230282120,26763,1,"ENSG00000143641","ENST00000485438",-58376,"2590","GALNT2","polypeptide N-acetylgalactosaminyltransferase 2"
"1",184546726,184547125,400,"*","*",-0.763336084,"Intron (ENST00000235307/ENSG00000116667, intron 3 of 5)",1,184539993,184592248,52256,1,"ENSG00000116667","ENST00000489143",6733,"81563","C1orf21","chromosome 1 open reading frame 21"
"5",112566330,112566729,400,"*","*",-0.763336084,"Distal Intergenic",5,112546973,112547505,533,1,"ENSG00000251014","ENST00000514243",19357,"100286958","TMEM183AP6","TMEM183A pseudogene 6"
"X",57444220,57444619,400,"*","*",-0.763336084,"Intron (ENST00000374900/ENSG00000165591, intron 8 of 10)",23,57431998,57452166,20169,1,"ENSG00000165591","ENST00000465623",12222,"158584","FAAH2","fatty acid amide hydrolase 2"
"3",65195877,65196276,400,"*","*",-0.762549311,"Distal Intergenic",3,65174958,65193499,18542,1,"ENSG00000243149","ENST00000481004",20919,"102724763","LINC02040","long intergenic non-protein coding RNA 2040"
"5",3140359,3140758,400,"*","*",-0.762549311,"Distal Intergenic",5,3177835,3181232,3398,1,"ENSG00000249808","ENST00000505396",-37077,"102467074","LINC01377","long intergenic non-protein coding RNA 1377"
"5",66238324,66238723,400,"*","*",-0.761780254,"Distal Intergenic",5,66205120,66209893,4774,2,"ENSG00000248846","ENST00000509924",-28431,NA,NA,NA
"8",113185427,113185826,400,"*","*",-0.761780254,"Intron (ENST00000343508/ENSG00000164796, intron 4 of 71)",8,113098686,113173900,75215,2,"ENSG00000164796","ENST00000462254",-11527,"114788","CSMD3","CUB and Sushi multiple domains 3"
"8",3078919,3079318,400,"*","*",-0.980749533,"Intron (ENST00000335551/ENSG00000183117, intron 36 of 55)",8,3096902,3107155,10254,2,"ENSG00000183117","ENST00000523062",27837,"64478","CSMD1","CUB and Sushi multiple domains 1"
"4",11828987,11829386,400,"*","*",-0.977906552,"Distal Intergenic",4,11770420,11789864,19445,1,"ENSG00000249631","ENST00000655077",58567,"107986178","LOC107986178","uncharacterized LOC107986178"
"14",101948002,101948401,400,"*","*",-0.315548142,"Promoter (<=1kb)",14,101948347,101949425,1079,1,"ENSG00000271780","ENST00000607414",0,NA,NA,NA
"19",46860068,46860467,400,"*","*",-0.329682185,"Promoter (<=1kb)",19,46860997,47005077,144081,1,"ENSG00000160007","ENST00000672722",-530,"2909","ARHGAP35","Rho GTPase activating protein 35"
"14",48285366,48285765,400,"*","*",-0.761381924,"Distal Intergenic",14,48262021,48265609,3589,2,"ENSG00000287492","ENST00000670345",-19757,NA,NA,NA
"17",75154377,75154776,400,"*","*",0.343662995,"Promoter (<=1kb)",17,75135248,75154512,19265,2,"ENSG00000189159","ENST00000409753",0,"51155","JPT1","Jupiter microtubule associated homolog 1"
"10",129719011,129719410,400,"*","*",-0.510025835,"Intron (ENST00000306010/ENSG00000170430, intron 3 of 4)",10,129700469,129702117,1649,2,"ENSG00000237224","ENST00000597245",-16894,NA,NA,NA
"19",34428558,34428957,400,"*","*",-0.510172272,"Promoter (<=1kb)",19,34428876,34469890,41015,1,"ENSG00000126261","ENST00000439527",0,"10054","UBA2","ubiquitin like modifier activating enzyme 2"
"1",6395560,6395959,400,"*","*",-0.510221675,"Promoter (1-2kb)",1,6264272,6393767,129496,2,"ENSG00000097021","ENST00000361521",-1793,"11332","ACOT7","acyl-CoA thioesterase 7"
"12",123670918,123671317,400,"*","*",-0.5104718,"Promoter (<=1kb)",12,123671110,123707997,36888,1,"ENSG00000168778","ENST00000680574",0,"79867","TCTN2","tectonic family member 2"
"17",45915087,45915486,400,"*","*",-0.510569975,"Intron (ENST00000680674/ENSG00000186868, intron 1 of 10)",17,45907670,45910779,3110,2,"ENSG00000262881","ENST00000574252",-4308,NA,NA,NA
"9",25427680,25428079,400,"*","*",0.603832206,"Distal Intergenic",9,25579657,25584272,4616,2,"ENSG00000287318","ENST00000655519",156193,NA,NA,NA
"9",133728072,133728471,400,"*","*",0.603825694,"Intron (ENST00000439388/ENSG00000123453, intron 6 of 20)",9,133718322,133734043,15722,2,"ENSG00000123453","ENST00000371867",5572,"1757","SARDH","sarcosine dehydrogenase"
"14",51762698,51763097,400,"*","*",0.603805978,"Promoter (<=1kb)",14,51763056,51764076,1021,2,"ENSG00000258550","ENST00000556941",979,"81115","OR7E106P","olfactory receptor family 7 subfamily E member 106 pseudogene"
"1",28123572,28123971,400,"*","*",0.603819329,"Promoter (2-3kb)",1,28120449,28121321,873,2,"ENSG00000214812","ENST00000399029",-2251,NA,NA,NA
"X",44843302,44843701,400,"*","*",0.603819329,"Promoter (<=1kb)",23,44844021,44844888,868,1,"ENSG00000189037","ENST00000339042",-320,"63904","DUSP21","dual specificity phosphatase 21"
"1",5910716,5911115,400,"*","*",0.603846191,"Intron (ENST00000478423/ENSG00000131697, intron 9 of 25)",1,5886495,5905324,18830,2,"ENSG00000131697","ENST00000466897",-5392,"261734","NPHP4","nephrocystin 4"
"1",30839973,30840372,400,"*","*",0.603859686,"Distal Intergenic",1,30843823,30844110,288,1,"ENSG00000222784","ENST00000410852",-3451,"106480861","RN7SKP91","RN7SK pseudogene 91"
"1",38181207,38181606,400,"*","*",0.603839771,"Distal Intergenic",1,38193619,38210340,16722,1,"ENSG00000287987","ENST00000671301",-12013,NA,NA,NA
"13",29542910,29543309,400,"*","*",0.603839771,"Intron (ENST00000380752/ENSG00000139514, intron 2 of 12)",13,29516867,29519510,2644,2,"ENSG00000139514","ENST00000473577",-23400,"6541","SLC7A1","solute carrier family 7 member 1"
"18",80119849,80120248,400,"*","*",0.603839771,"Promoter (2-3kb)",18,80117616,80147523,29908,1,"ENSG00000101544","ENST00000561195",2233,"22850","ADNP2","ADNP homeobox 2"
"4",40243248,40243647,400,"*","*",0.603839771,"5' UTR",4,40265472,40266457,986,1,"ENSG00000250338","ENST00000515422",-21825,NA,NA,NA
"2",73094660,73095059,400,"*","*",0.603866622,"Intron (ENST00000486777/ENSG00000135631, intron 1 of 5)",2,73073384,73089655,16272,2,"ENSG00000135631","ENST00000493523",-5005,"26056","RAB11FIP5","RAB11 family interacting protein 5"
"15",30873199,30873598,400,"*","*",0.603860108,"Distal Intergenic",15,30882267,30883231,965,2,"ENSG00000260382","ENST00000561684",9633,NA,NA,NA
"20",49901307,49901706,400,"*","*",0.603893644,"Distal Intergenic",20,49903394,49913739,10346,2,"ENSG00000158480","ENST00000422556",12033,"9825","SPATA2","spermatogenesis associated 2"
"9",36789780,36790179,400,"*","*",0.603893716,"Intron (ENST00000670495/ENSG00000287514, intron 2 of 2)",9,36779781,36830456,50676,1,"ENSG00000287514","ENST00000669987",9999,"105376030","LOC105376030","uncharacterized LOC105376030"
"13",39551028,39551427,400,"*","*",-0.966843871,"Intron (ENST00000648377/ENSG00000183722, intron 2 of 13)",13,39342892,39603193,260302,2,"ENSG00000183722","ENST00000379589",51766,"10186","LHFPL6","LHFPL tetraspan subfamily member 6"
"14",105205679,105206078,400,"*","*",0.405020278,"Distal Intergenic",14,105210078,105213428,3351,2,"ENSG00000185024","ENST00000546997",7350,"2972","BRF1","BRF1 RNA polymerase III transcription initiation factor subunit"
"3",64023039,64023438,400,"*","*",-0.496789369,"Promoter (<=1kb)",3,64010555,64023437,12883,2,"ENSG00000163636","ENST00000476464",0,"9861","PSMD6","proteasome 26S subunit, non-ATPase 6"
"11",93661350,93661749,400,"*","*",-0.497097245,"Promoter (<=1kb)",11,93661682,93730358,68677,1,"ENSG00000166004","ENST00000325212",0,"85459","CEP295","centrosomal protein 295"
"3",24494376,24494775,400,"*","*",0.479083561,"Promoter (<=1kb)",3,24152408,24494751,342344,2,"ENSG00000151090","ENST00000447875",0,"7068","THRB","thyroid hormone receptor beta"
"7",151189834,151190233,400,"*","*",0.479298954,"Promoter (2-3kb)",7,151175698,151187832,12135,2,"ENSG00000146926","ENST00000377867",-2002,"136371","ASB10","ankyrin repeat and SOCS box containing 10"
"15",75675887,75676286,400,"*","*",0.424271502,"Promoter (<=1kb)",15,75676227,75677162,936,1,"ENSG00000260892","ENST00000569467",0,NA,NA,NA
