seqnames,start,end,width,log2FC,seqnames,start,end,width,strand,V4,V5,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENTREZID,SYMBOL,GENENAME
18,11527538,11527938,*,0.490579597,18,11527539,11527938,400,*,*,0.490579597,Distal Intergenic,18,11505779,11506968,1190,1,ENSG00000267252,ENST00000586145,21760,101927433,LINC01255,long intergenic non-protein coding RNA 1255
4,132566569,132566969,*,-0.776998793,4,132566570,132566969,400,*,*,-0.776998793,Distal Intergenic,4,132591064,132678503,87440,1,ENSG00000251398,ENST00000667267,-24095,104355285,LINC01256,long intergenic non-protein coding RNA 1256
10,42930826,42931226,*,0.444373476,10,42930827,42931226,400,*,*,0.444373476,Distal Intergenic,10,42979017,42981507,2491,2,ENSG00000229630,ENST00000431395,50281,104266963,LINC01264,long intergenic non-protein coding RNA 1264
7,153415768,153416168,*,1.943790337,7,153415769,153416168,400,*,*,1.943790337,Promoter (1-2kb),7,153399919,153413985,14067,2,ENSG00000234722,ENST00000660414,-1784,103724390,LINC01287,long intergenic non-protein coding RNA 1287
5,3140358,3140758,*,-0.762549311,5,3140359,3140758,400,*,*,-0.762549311,Distal Intergenic,5,3177835,3181232,3398,1,ENSG00000249808,ENST00000505396,-37077,102467074,LINC01377,long intergenic non-protein coding RNA 1377
7,115069178,115069578,*,0.426352626,7,115069179,115069578,400,*,*,0.426352626,"Intron (ENST00000660905/ENSG00000225535, intron 2 of 4)",7,115078958,115126314,47357,1,ENSG00000225535,ENST00000435981,-9380,102724386,LINC01393,long intergenic non-protein coding RNA 1393
21,34792048,34792448,*,-0.769000469,21,34792049,34792448,400,*,*,-0.769000469,3' UTR,21,34779948,34782884,2937,1,ENSG00000234380,ENST00000652751,12101,100506385,LINC01426,long intergenic non-protein coding RNA 1426
20,51862672,51863072,*,-0.422655929,20,51862673,51863072,400,*,*,-0.422655929,Promoter (<=1kb),20,51831797,51862912,31116,2,ENSG00000227964,ENST00000438154,0,101927678,LINC01429,long intergenic non-protein coding RNA 1429
20,23357959,23358359,*,-0.414463983,20,23357960,23358359,400,*,*,-0.414463983,Promoter (<=1kb),20,23356586,23358175,1590,2,ENSG00000232645,ENST00000687401,0,100505683,LINC01431,long intergenic non-protein coding RNA 1431
14,58860001,58860401,*,0.536038859,14,58860002,58860401,400,*,*,0.536038859,"Intron (ENST00000648996/ENSG00000258583, intron 5 of 13)",14,58890323,59017327,127005,1,ENSG00000258583,ENST00000658808,-29922,102723742,LINC01500,long intergenic non-protein coding RNA 1500
16,72581022,72581422,*,0.56175695,16,72581023,72581422,400,*,*,0.56175695,"Intron (ENST00000624829/ENSG00000261008, intron 1 of 13)",16,72479751,72627686,147936,2,ENSG00000261008,ENST00000563770,46264,101927957,LINC01572,long intergenic non-protein coding RNA 1572
8,135284619,135285019,*,-0.530622554,8,135284620,135285019,400,*,*,-0.530622554,"Intron (ENST00000522279/ENSG00000254083, intron 1 of 5)",8,135246526,135299715,53190,1,ENSG00000254083,ENST00000660529,38094,286094,LINC01591,long intergenic non-protein coding RNA 1591
6,2642789,2643189,*,-0.715806194,6,2642790,2643189,400,*,*,-0.715806194,Distal Intergenic,6,2621947,2634619,12673,2,ENSG00000164385,ENST00000666762,-8171,154386,LINC01600,long intergenic non-protein coding RNA 1600
8,57209824,57210224,*,-0.474391797,8,57209825,57210224,400,*,*,-0.474391797,"Intron (ENST00000669200/ENSG00000253301, intron 4 of 6)",8,57218276,57219567,1292,1,ENSG00000253301,ENST00000520929,-8052,100507651,LINC01606,long intergenic non-protein coding RNA 1606
22,27221056,27221456,*,-0.629504248,22,27221057,27221456,400,*,*,-0.629504248,"Exon (ENST00000444114/ENSG00000233521, exon 3 of 3)",22,27223297,27224514,1218,2,ENSG00000233521,ENST00000650737,3058,105372978,LINC01638,long intergenic non-protein coding RNA 1638
1,229821030,229821430,*,0.618663703,1,229821031,229821430,400,*,*,0.618663703,"Intron (ENST00000650825/ENSG00000227043, intron 6 of 8)",1,229871965,229892002,20038,2,ENSG00000227043,ENST00000669450,70572,101927504,LINC01682,long intergenic non-protein coding RNA 1682
21,32944262,32944662,*,1.076039357,21,32944263,32944662,400,*,*,1.076039357,"Intron (ENST00000663888/ENSG00000205930, intron 4 of 5)",21,32958888,32960566,1679,1,ENSG00000228961,ENST00000424837,-14226,102724502,LINC01690,long intergenic non-protein coding RNA 1690
1,99556860,99557260,*,-0.816673919,1,99556861,99557260,400,*,*,-0.816673919,"Intron (ENST00000635551/ENSG00000224445, intron 2 of 4)",1,99472415,99534015,61601,2,ENSG00000224445,ENST00000438829,-22846,101928270,LINC01708,long intergenic non-protein coding RNA 1708
1,190591802,190592202,*,-0.564783834,1,190591803,190592202,400,*,*,-0.564783834,Distal Intergenic,1,190624890,190801658,176769,1,ENSG00000231175,ENST00000413356,-32688,440704,LINC01720,long intergenic non-protein coding RNA 1720
20,39157043,39157443,*,0.50752356,20,39157044,39157443,400,*,*,0.50752356,Distal Intergenic,20,39213777,39224748,10972,2,ENSG00000230324,ENST00000412672,67305,339568,LINC01734,long intergenic non-protein coding RNA 1734
1,56404473,56404873,*,-0.485054987,1,56404474,56404873,400,*,*,-0.485054987,"Intron (ENST00000641494/ENSG00000284686, intron 3 of 5)",1,56414935,56415966,1032,1,ENSG00000223956,ENST00000451914,-10062,105378744,LINC01767,long intergenic non-protein coding RNA 1767
19,32129800,32130200,*,-0.987932195,19,32129801,32130200,400,*,*,-0.987932195,"Intron (ENST00000651770/ENSG00000286041, intron 3 of 3)",19,32102088,32105916,3829,2,ENSG00000267204,ENST00000591212,-23885,101927411,LINC01782,long intergenic non-protein coding RNA 1782
2,66587127,66587527,*,0.641906754,2,66587128,66587527,400,*,*,0.641906754,"Intron (ENST00000433396/ENSG00000232046, intron 1 of 5)",2,66574030,66695505,121476,1,ENSG00000232046,ENST00000433396,13098,100507073,LINC01798,long intergenic non-protein coding RNA 1798
2,83531131,83531531,*,-2.20737253,2,83531132,83531531,400,*,*,-2.20737253,Distal Intergenic,2,83522814,83523502,689,1,ENSG00000232548,ENST00000448431,8318,101928031,LINC01809,long intergenic non-protein coding RNA 1809
2,67889097,67889497,*,0.451690951,2,67889098,67889497,400,*,*,0.451690951,Distal Intergenic,2,67796054,67825562,29509,2,ENSG00000237013,ENST00000457448,-63536,101927701,LINC01812,long intergenic non-protein coding RNA 1812
19,14334204,14334604,*,0.446010998,19,14334205,14334604,400,*,*,0.446010998,Promoter (<=1kb),19,14333743,14343916,10174,1,ENSG00000267147,ENST00000588275,462,101928845,LINC01842,long intergenic non-protein coding RNA 1842
15,38069539,38069939,*,-0.598053918,15,38069540,38069939,400,*,*,-0.598053918,Promoter (2-3kb),15,38071627,38072090,464,2,ENSG00000236914,ENST00000560819,2151,107984773,LINC01852,long intergenic non-protein coding RNA 1852
5,153898418,153898818,*,-0.485070219,5,153898419,153898818,400,*,*,-0.485070219,Promoter (<=1kb),5,153887428,153898987,11560,2,ENSG00000251183,ENST00000509568,169,105378238,LINC01861,long intergenic non-protein coding RNA 1861
5,152024019,152024419,*,-0.630305275,5,152024020,152024419,400,*,*,-0.630305275,"Intron (ENST00000524295/ENSG00000254226, intron 3 of 6)",5,151958860,152270449,311590,1,ENSG00000254226,ENST00000524034,65160,101927115,LINC01933,long intergenic non-protein coding RNA 1933
17,78278479,78278879,*,-0.558628591,17,78278480,78278879,400,*,*,-0.558628591,Promoter (<=1kb),17,78261349,78278492,17144,2,ENSG00000204277,ENST00000374945,0,100996291,LINC01993,long intergenic non-protein coding RNA 1993
3,81946029,81946429,*,0.601389223,3,81946030,81946429,400,*,*,0.601389223,"Intron (ENST00000654999/ENSG00000242009, intron 7 of 7)",3,81986138,82463675,477538,1,ENSG00000239440,ENST00000470263,-39709,105377180,LINC02008,long intergenic non-protein coding RNA 2008
3,194070486,194070886,*,0.553932342,3,194070487,194070886,400,*,*,0.553932342,Promoter (<=1kb),3,194009458,194070952,61495,2,ENSG00000230102,ENST00000449350,66,285389,LINC02028,long intergenic non-protein coding RNA 2028
3,194080873,194081273,*,-0.527089584,3,194080874,194081273,400,*,*,-0.527089584,"Intron (ENST00000655827/ENSG00000276407, intron 3 of 4)",3,194009449,194071025,61577,2,ENSG00000230102,ENST00000657966,-9849,285389,LINC02028,long intergenic non-protein coding RNA 2028
8,136654646,136655046,*,-0.560446455,8,136654647,136655046,400,*,*,-0.560446455,"Intron (ENST00000650445/ENSG00000254101, intron 6 of 7)",8,136536976,136798234,261259,1,ENSG00000254101,ENST00000517345,117671,107986980,LINC02055,long intergenic non-protein coding RNA 2055
5,38046007,38046407,*,-0.485023019,5,38046008,38046407,400,*,*,-0.485023019,"Intron (ENST00000669619/ENSG00000248461, intron 3 of 3)",5,38025720,38152743,127024,1,ENSG00000248461,ENST00000671526,20288,101929745,LINC02119,long intergenic non-protein coding RNA 2119
16,14347647,14348047,*,0.622001131,16,14347648,14348047,400,*,*,0.622001131,Distal Intergenic,16,14363109,14370266,7158,2,ENSG00000260009,ENST00000566054,22219,105447648,LINC02130,long intergenic non-protein coding RNA 2130
5,118113273,118113673,*,-0.466452061,5,118113274,118113673,400,*,*,-0.466452061,"Intron (ENST00000661774/ENSG00000249797, intron 2 of 2)",5,118282575,118284782,2208,1,ENSG00000250427,ENST00000503877,-168902,100505811,LINC02148,long intergenic non-protein coding RNA 2148
5,160899857,160900257,*,0.980114846,5,160899858,160900257,400,*,*,0.980114846,Distal Intergenic,5,160931778,160938626,6849,2,ENSG00000253417,ENST00000518580,38369,285629,LINC02159,long intergenic non-protein coding RNA 2159
4,3701221,3701621,*,-0.422655832,4,3701222,3701621,400,*,*,-0.422655832,Distal Intergenic,4,3673593,3677855,4263,2,ENSG00000250632,ENST00000508619,-23367,100133461,LINC02171,long intergenic non-protein coding RNA 2171
5,122751153,122751553,*,-0.897458222,5,122751154,122751553,400,*,*,-0.897458222,Distal Intergenic,5,122729409,122730685,1277,2,ENSG00000251538,ENST00000508992,-20469,101927379,LINC02201,long intergenic non-protein coding RNA 2201
5,10520189,10520589,*,-0.597953173,5,10520190,10520589,400,*,*,-0.597953173,Promoter (1-2kb),5,10505443,10522084,16642,2,ENSG00000249160,ENST00000504650,1495,389273,LINC02213,long intergenic non-protein coding RNA 2213
2,65045775,65046175,*,1.217404624,2,65045776,65046175,400,*,*,1.217404624,Promoter (2-3kb),2,64953253,65048179,94927,2,ENSG00000237638,ENST00000669631,2004,400958,LINC02245,long intergenic non-protein coding RNA 2245
15,97117457,97117857,*,-0.665095171,15,97117458,97117857,400,*,*,-0.665095171,Distal Intergenic,15,97215812,97432086,216275,1,ENSG00000259485,ENST00000559321,-97955,107984764,LINC02253,long intergenic non-protein coding RNA 2253
4,152095301,152095701,*,0.507562526,4,152095302,152095701,400,*,*,0.507562526,"Intron (ENST00000651553/ENSG00000245954, intron 1 of 2)",4,152090459,152104720,14262,1,ENSG00000245954,ENST00000651553,4843,100996286,LINC02273,long intergenic non-protein coding RNA 2273
14,96733171,96733571,*,-0.856578767,14,96733172,96733571,400,*,*,-0.856578767,Distal Intergenic,14,96738021,96790637,52617,1,ENSG00000258979,ENST00000650059,-4450,105370646,LINC02299,long intergenic non-protein coding RNA 2299
14,97559721,97560121,*,0.700569069,14,97559722,97560121,400,*,*,0.700569069,"Intron (ENST00000655920/ENSG00000246084, intron 5 of 6)",14,97462270,97468829,6560,1,ENSG00000246084,ENST00000662988,97452,101929241,LINC02325,long intergenic non-protein coding RNA 2325
14,22556898,22557298,*,-0.713976337,14,22556899,22557298,400,*,*,-0.713976337,Promoter (<=1kb),14,22556311,22557062,752,2,ENSG00000259054,ENST00000557232,0,105370400,LINC02332,long intergenic non-protein coding RNA 2332
13,111598267,111598667,*,-0.531698208,13,111598268,111598667,400,*,*,-0.531698208,Promoter (2-3kb),13,111596009,111642079,46071,1,ENSG00000215881,ENST00000401043,2259,105370369,LINC02337,long intergenic non-protein coding RNA 2337
6,167684757,167685157,*,1.602583501,6,167684758,167685157,400,*,*,1.602583501,Promoter (<=1kb),6,167679626,167683787,4162,2,ENSG00000203688,ENST00000400831,-971,441178,LINC02487,long intergenic non-protein coding RNA 2487
15,53038516,53038916,*,1.43920332,15,53038517,53038916,400,*,*,1.43920332,"Intron (ENST00000692805/ENSG00000259237, intron 1 of 1)",15,53035170,53130344,95175,1,ENSG00000259237,ENST00000692805,3347,105370822,LINC02490,long intergenic non-protein coding RNA 2490
4,17219896,17220296,*,-0.684398718,4,17219897,17220296,400,*,*,-0.684398718,Distal Intergenic,4,17173300,17186079,12780,2,ENSG00000250819,ENST00000659226,-33818,101929123,LINC02493,long intergenic non-protein coding RNA 2493
11,13783626,13784026,*,-0.410035741,11,13783627,13784026,400,*,*,-0.410035741,Promoter (<=1kb),11,13784017,13848002,63986,1,ENSG00000255411,ENST00000664710,0,105376562,LINC02548,long intergenic non-protein coding RNA 2548
2,129870652,129871052,*,-0.551736993,2,129870653,129871052,400,*,*,-0.551736993,"Intron (ENST00000641154/ENSG00000229536, intron 2 of 5)",2,129825126,129877404,52279,2,ENSG00000229536,ENST00000641154,6352,105373615,LINC02572,long intergenic non-protein coding RNA 2572
2,38414956,38415356,*,0.474220612,2,38414957,38415356,400,*,*,0.474220612,Promoter (2-3kb),2,38406719,38417927,11209,2,ENSG00000231367,ENST00000438085,2571,101929596,LINC02613,long intergenic non-protein coding RNA 2613
10,3862880,3863280,*,-0.548827773,10,3862881,3863280,400,*,*,-0.548827773,Distal Intergenic,10,3833950,3834728,779,1,ENSG00000230573,ENST00000413339,28931,105376365,LINC02639,long intergenic non-protein coding RNA 2639
10,43776938,43777338,*,-1.88582771,10,43776939,43777338,400,*,*,-1.88582771,Promoter (1-2kb),10,43777562,43778626,1065,2,ENSG00000234973,ENST00000423349,1288,102724264,LINC02658,long intergenic non-protein coding RNA 2658
10,10074980,10075380,*,-0.699045231,10,10074981,10075380,400,*,*,-0.699045231,Distal Intergenic,10,10058722,10063502,4781,1,ENSG00000224788,ENST00000429539,16259,101928298,LINC02670,long intergenic non-protein coding RNA 2670
17,21551083,21551483,*,0.894822234,17,21551084,21551483,400,*,*,0.894822234,Promoter (<=1kb),17,21428263,21551669,123407,2,ENSG00000212719,ENST00000667136,186,339263,LINC02693,long intergenic non-protein coding RNA 2693
17,21579001,21579401,*,0.790932942,17,21579002,21579401,400,*,*,0.790932942,Distal Intergenic,17,21566569,21574517,7949,2,ENSG00000212719,ENST00000536958,-4485,339263,LINC02693,long intergenic non-protein coding RNA 2693
11,45323777,45324177,*,0.852508928,11,45323778,45324177,400,*,*,0.852508928,Distal Intergenic,11,45355371,45366121,10751,1,ENSG00000254427,ENST00000524410,-31194,101928812,LINC02696,long intergenic non-protein coding RNA 2696
11,28890940,28891340,*,-0.422655924,11,28890941,28891340,400,*,*,-0.422655924,"Intron (ENST00000513853/ENSG00000249867, intron 2 of 3)",11,28902247,29064322,162076,1,ENSG00000249867,ENST00000511073,-10907,105376603,LINC02742,long intergenic non-protein coding RNA 2742
1,58928500,58928900,*,-0.883628085,1,58928501,58928900,400,*,*,-0.883628085,Promoter (1-2kb),1,58882868,58930166,47299,2,ENSG00000232453,ENST00000669325,1266,105378753,LINC02777,long intergenic non-protein coding RNA 2777
1,5027290,5027690,*,-0.767600663,1,5027291,5027690,400,*,*,-0.767600663,Distal Intergenic,1,4973381,4981568,8188,1,ENSG00000284674,ENST00000641403,53910,105376680,LINC02781,long intergenic non-protein coding RNA 2781
4,65398391,65398791,*,0.69004647,4,65398392,65398791,400,*,*,0.69004647,"Intron (ENST00000273854/ENSG00000145242, intron 8 of 17)",4,65225867,65241814,15948,2,ENSG00000285711,ENST00000649562,-156578,105377256,LINC02835,long intergenic non-protein coding RNA 2835
15,36133495,36133895,*,0.472868278,15,36133496,36133895,400,*,*,0.472868278,"Intron (ENST00000650498/ENSG00000259639, intron 2 of 5)",15,36046082,36049529,3448,1,ENSG00000259245,ENST00000560056,87414,100507480,LINC02853,long intergenic non-protein coding RNA 2853
7,53905387,53905787,*,-0.658711497,7,53905388,53905787,400,*,*,-0.658711497,Distal Intergenic,7,53926777,53947772,20996,2,ENSG00000238131,ENST00000668442,41985,107986739,LINC02854,long intergenic non-protein coding RNA 2854
9,91004440,91004840,*,0.875197883,9,91004441,91004840,400,*,*,0.875197883,Distal Intergenic,9,90997054,91001871,4818,1,ENSG00000260454,ENST00000563268,7387,105376144,LINC02957,long intergenic non-protein coding RNA 2957
15,77676970,77677370,*,0.900863114,15,77676971,77677370,400,*,*,0.900863114,5' UTR,15,77660052,77668074,8023,1,ENSG00000259281,ENST00000557799,16919,101929478,LINGO1-AS2,LINGO1 antisense RNA 2
3,185560241,185560641,*,-1.022688526,3,185560242,185560641,400,*,*,-1.022688526,Distal Intergenic,3,185506262,185552588,46327,2,ENSG00000163898,ENST00000296252,-7654,200879,LIPH,lipase H
17,75530851,75531251,*,0.634040509,17,75530852,75531251,400,*,*,0.634040509,Promoter (1-2kb),17,75532493,75574906,42414,1,ENSG00000073350,ENST00000577200,-1242,3993,LLGL2,LLGL scribble cell polarity complex component 2
2,96724976,96725376,*,1.683339958,2,96724977,96725376,400,*,*,1.683339958,"Intron (ENST00000264963/ENSG00000114988, intron 4 of 7)",2,96711726,96734687,22962,2,ENSG00000114988,ENST00000480869,9311,81562,LMAN2L,"lectin, mannose binding 2 like"
2,96711741,96712141,*,0.426266545,2,96711742,96712141,400,*,*,0.426266545,Promoter (<=1kb),2,96707678,96711914,4237,2,ENSG00000114988,ENST00000474494,0,81562,LMAN2L,"lectin, mannose binding 2 like"
5,126778248,126778648,*,-0.454932768,5,126778249,126778648,400,*,*,-0.454932768,Promoter (<=1kb),5,126777379,126810255,32877,1,ENSG00000113368,ENST00000463908,870,4001,LMNB1,lamin B1
13,75866634,75867034,*,-0.684372473,13,75866635,75867034,400,*,*,-0.684372473,Distal Intergenic,13,75871038,75883811,12774,1,ENSG00000178734,ENST00000318245,-4004,729420,LMO7DN,LMO7 downstream neighbor
5,57556654,57557054,*,-0.506075696,5,57556655,57557054,400,*,*,-0.506075696,Distal Intergenic,5,57574027,57617431,43405,1,ENSG00000249436,ENST00000664455,-16973,100996645,LNCBRM,lncRNA SMARCA2 (BRM) associated
3,100412999,100413399,*,0.87709763,3,100413000,100413399,400,*,*,0.87709763,"Intron (ENST00000466996/ENSG00000206535, intron 1 of 3)",3,100401611,100456301,54691,1,ENSG00000206535,ENST00000489752,11389,348801,LNP1,leukemia NUP98 fusion partner 1
4,183418971,183419371,*,-0.76892404,4,183418972,183419371,400,*,*,-0.76892404,Promoter (<=1kb),4,183418890,183419805,916,2,ENSG00000248376,ENST00000510299,434,100127981,LOC100127981,fibrillarin pseudogene
18,59929989,59930389,*,0.797063014,18,59929990,59930389,400,*,*,0.797063014,Promoter (<=1kb),18,59929226,59930330,1105,1,ENSG00000267066,ENST00000590415,764,100128022,LOC100128022,pleckstrin homology domain containing B2 pseudogene
11,114581376,114581776,*,-0.670501899,11,114581377,114581776,400,*,*,-0.670501899,Promoter (1-2kb),11,114583253,114584692,1440,1,ENSG00000256674,ENST00000536916,-1477,100132172,LOC100132172,histone deacetylase 2 pseudogene
9,137866695,137867095,*,0.560318602,9,137866696,137867095,400,*,*,0.560318602,3' UTR,9,137867927,137876693,8767,2,ENSG00000203987,ENST00000587008,9598,100133077,LOC100133077,uncharacterized LOC100133077
5,112548095,112548495,*,-0.46818107,5,112548096,112548495,400,*,*,-0.46818107,Promoter (1-2kb),5,112546973,112547505,533,1,ENSG00000251014,ENST00000514243,1123,100286958,LOC100286958,transmembrane protein 183A pseudogene
5,112566329,112566729,*,-0.763336084,5,112566330,112566729,400,*,*,-0.763336084,Distal Intergenic,5,112546973,112547505,533,1,ENSG00000251014,ENST00000514243,19357,100286958,LOC100286958,transmembrane protein 183A pseudogene
7,68516704,68517104,*,0.595034781,7,68516705,68517104,400,*,*,0.595034781,Distal Intergenic,7,68640798,68641584,787,1,ENSG00000228429,ENST00000433493,-123694,100419458,LOC100419458,ribosomal protein L21 pseudogene
3,146372993,146373393,*,-0.547804099,3,146372994,146373393,400,*,*,-0.547804099,Distal Intergenic,3,146342996,146348480,5485,2,ENSG00000243596,ENST00000464158,-24514,100419967,LOC100419967,phospholipid scramblase 4 pseudogene
1,34472454,34472854,*,-1.247349037,1,34472455,34472854,400,*,*,-1.247349037,Distal Intergenic,1,34276859,34277292,434,2,ENSG00000270241,ENST00000604298,-195163,100420336,LOC100420336,"ferritin, heavy polypeptide 1 pseudogene"
14,58060686,58061086,*,0.584414839,14,58060687,58061086,400,*,*,0.584414839,"Intron (ENST00000267485/ENSG00000139971, intron 5 of 7)",14,58100985,58101574,590,1,ENSG00000258836,ENST00000555466,-39899,100420347,LOC100420347,polycomb group ring finger 3 pseudogene
8,47557289,47557689,*,-0.571303215,8,47557290,47557689,400,*,*,-0.571303215,"Intron (ENST00000541342/ENSG00000164808, intron 7 of 18)",8,47546804,47547926,1123,2,ENSG00000251354,ENST00000508013,-9364,100420532,LOC100420532,ribosomal protein S4 Y-linked 2 pseudogene
16,25093091,25093491,*,-0.466467522,16,25093092,25093491,400,*,*,-0.466467522,Promoter (<=1kb),16,25093387,25095255,1869,1,ENSG00000262700,ENST00000572236,0,100421173,LOC100421173,thyroid hormone receptor interactor 11 pseudogene
2,69219478,69219878,*,-0.839396183,2,69219479,69219878,400,*,*,-0.839396183,"Intron (ENST00000303714/ENSG00000169604, intron 17 of 17)",2,69251818,69252364,547,2,ENSG00000271597,ENST00000604342,32486,100421347,LOC100421347,"golgi reassembly stacking protein 2, 55kDa pseudogene"
6,72494491,72494891,*,-0.485138053,6,72494492,72494891,400,*,*,-0.485138053,Distal Intergenic,6,72522641,72523238,598,1,ENSG00000217483,ENST00000405153,-27750,100422453,LOC100422453,"DNA polymerase delta 1, catalytic subunit pseudogene"
12,58594081,58594481,*,0.700962295,12,58594082,58594481,400,*,*,0.700962295,Promoter (2-3kb),12,58591702,58812667,220966,1,ENSG00000258231,ENST00000548576,2380,100506869,LOC100506869,uncharacterized LOC100506869
7,132777755,132778155,*,-0.632599161,7,132777756,132778155,400,*,*,-0.632599161,Distal Intergenic,7,132758992,132760616,1625,1,ENSG00000225881,ENST00000663581,18764,100506937,LOC100506937,uncharacterized LOC100506937
4,99089531,99089931,*,0.561104318,4,99089532,99089931,400,*,*,0.561104318,Promoter (<=1kb),4,99088951,99102793,13843,1,ENSG00000246090,ENST00000499178,581,100507053,LOC100507053,uncharacterized LOC100507053
5,27901117,27901517,*,0.474220612,5,27901118,27901517,400,*,*,0.474220612,Distal Intergenic,5,28213359,28214559,1201,2,ENSG00000250079,ENST00000510368,313042,100533667,LOC100533667,T-box transcription factor T pseudogene
6,86360828,86361228,*,1.100093716,6,86360829,86361228,400,*,*,1.100093716,Distal Intergenic,6,86432244,86432669,426,1,ENSG00000219500,ENST00000404100,-71016,100652960,LOC100652960,SUZ RNA binding domain containing 1 pseudogene
7,70827210,70827610,*,-0.41061536,7,70827211,70827610,400,*,*,-0.41061536,Distal Intergenic,7,70837738,70838013,276,1,ENSG00000236978,ENST00000433950,-10128,100967223,LOC100967223,neuroepithelial cell transforming 1 pseudogene
12,126638357,126638757,*,0.790322633,12,126638358,126638757,400,*,*,0.790322633,"Intron (ENST00000545853/ENSG00000256732, intron 1 of 1)",12,126609704,126618181,8478,2,ENSG00000256732,ENST00000689745,-20177,100996671,LOC100996671,uncharacterized LOC100996671
5,133669133,133669533,*,0.711150516,5,133669134,133669533,400,*,*,0.711150516,Distal Intergenic,5,133720495,133720934,440,2,ENSG00000251243,ENST00000508392,51401,101060035,LOC101060035,dnaJ homolog subfamily C member 24-like
1,60791702,60792102,*,1.03105472,1,60791703,60792102,400,*,*,1.03105472,"Intron (ENST00000423403/ENSG00000231252, intron 1 of 5)",1,60659631,60825584,165954,2,ENSG00000231252,ENST00000423403,33482,101926964,LOC101926964,uncharacterized LOC101926964
4,67273578,67273978,*,-0.464022197,4,67273579,67273978,400,*,*,-0.464022197,Distal Intergenic,4,67418542,67421054,2513,2,ENSG00000250075,ENST00000503987,147076,101927237,LOC101927237,uncharacterized LOC101927237
2,67267480,67267880,*,0.534387339,2,67267481,67267880,400,*,*,0.534387339,"Exon (ENST00000626583/ENSG00000235885, exon 3 of 3)",2,67261087,67296023,34937,1,ENSG00000235885,ENST00000631099,6394,101927661,LOC101927661,uncharacterized LOC101927661
11,6324729,6325129,*,-1.002362293,11,6324730,6325129,400,*,*,-1.002362293,Promoter (1-2kb),11,6323554,6342679,19126,1,ENSG00000282556,ENST00000632757,1176,101927825,LOC101927825,uncharacterized LOC101927825
6,4285836,4286236,*,-0.505682001,6,4285837,4286236,400,*,*,-0.505682001,Distal Intergenic,6,4341756,4345757,4002,2,ENSG00000231811,ENST00000667590,59521,101927888,LOC101927888,uncharacterized LOC101927888
9,93095499,93095899,*,-0.488380872,9,93095500,93095899,400,*,*,-0.488380872,Promoter (<=1kb),9,93091460,93095546,4087,2,ENSG00000223446,ENST00000428958,0,101927993,LOC101927993,uncharacterized LOC101927993
3,30369175,30369575,*,-1.004210786,3,30369176,30369575,400,*,*,-1.004210786,Distal Intergenic,3,30373063,30410544,37482,1,ENSG00000289450,ENST00000691357,-3488,101927995,LOC101927995,uncharacterized LOC101927995
7,125260945,125261345,*,-0.944835301,7,125260946,125261345,400,*,*,-0.944835301,Promoter (2-3kb),7,125229579,125264291,34713,2,ENSG00000219445,ENST00000420224,2946,101928254,LOC101928254,uncharacterized LOC101928254
6,26341498,26341898,*,-0.973869062,6,26341499,26341898,400,*,*,-0.973869062,Distal Intergenic,6,26324705,26331900,7196,2,ENSG00000287050,ENST00000655687,-9599,101928743,LOC101928743,uncharacterized LOC101928743
11,127080616,127081016,*,-0.456782254,11,127080617,127081016,400,*,*,-0.456782254,"Intron (ENST00000666795/ENSG00000255087, intron 6 of 6)",11,127070406,127099521,29116,1,ENSG00000255087,ENST00000655277,10211,101929473,LOC101929473,uncharacterized LOC101929473
10,626154,626554,*,0.794236635,10,626155,626554,400,*,*,0.794236635,Promoter (2-3kb),10,628638,631255,2618,1,ENSG00000225140,ENST00000451601,-2084,101930421,LOC101930421,uncharacterized LOC101930421
13,63842886,63843286,*,0.890442703,13,63842887,63843286,400,*,*,0.890442703,Promoter (<=1kb),13,63837295,63843424,6130,2,ENSG00000219926,ENST00000641745,138,102723968,LOC102723968,uncharacterized LOC102723968
3,135452986,135453386,*,0.793142355,3,135452987,135453386,400,*,*,0.793142355,Distal Intergenic,3,135377924,135439888,61965,2,ENSG00000240086,ENST00000473001,-13099,102724019,LOC102724019,uncharacterized LOC102724019
3,39251624,39252024,*,-0.915870608,3,39251625,39252024,400,*,*,-0.915870608,Distal Intergenic,3,39258194,39263352,5159,1,ENSG00000287958,ENST00000656239,-6170,102724104,LOC102724104,uncharacterized LOC102724104
21,5154618,5155018,*,-0.473218082,21,5154619,5155018,400,*,*,-0.473218082,Promoter (<=1kb),21,5130871,5154658,23788,2,ENSG00000275464,ENST00000617716,0,102724159,LOC102724159,periodic tryptophan protein 2 homolog
8,92598049,92598449,*,-0.706278364,8,92598050,92598449,400,*,*,-0.706278364,"Intron (ENST00000648652/ENSG00000253634, intron 3 of 13)",8,92460539,92655569,195031,2,ENSG00000253634,ENST00000648652,57120,102724710,LOC102724710,uncharacterized LOC102724710
2,53180454,53180854,*,-0.484998835,2,53180455,53180854,400,*,*,-0.484998835,Distal Intergenic,2,52722671,52961452,238782,2,ENSG00000228033,ENST00000421575,-219003,105369165,LOC105369165,uncharacterized LOC105369165
