"SYMBOL"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"seqnames"	"start"	"end"	"width"	"strand"	"width.1"	"strand.1"	"Conc"	"Conc_treated"	"Conc_control"	"Fold"	"p.value"	"FDR"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENTREZID"	"GENENAME"
"PYGO1"	-1.784545652	3.413020301	-3.996034806	0.008871109	0.091447071	-2.806076939	"15"	55570811	55581991	11181	"*"	11182	"*"	3.568243344	2.69071701	4.109956513	-1.599866988	0.076355382	0.998642427	"Intron (ENST00000563719/ENSG00000171016, intron 1 of 2)"	15	55544409	55587961	43553	2	"ENSG00000171016"	"ENST00000645724"	5970	26108	"pygopus family PHD finger 1"
"RAP1GAP"	-1.372370209	13.6801329	-12.42024762	3.56e-05	0.005480596	3.176391081	"1"	21650821	21656151	5331	"*"	5332	"*"	4.344669727	4.127968719	4.533031463	-0.601553645	0.38779965	0.998642427	"Promoter (<=1kb)"	1	21596221	21651820	55600	2	"ENSG00000076864"	"ENST00000471600"	0	5909	"RAP1 GTPase activating protein"
"RFPL2"	-2.350247075	5.136513711	-13.39896853	2.39e-05	0.004580582	3.570357994	"22"	32200238	32205738	5501	"*"	5502	"*"	3.483015746	3.004256771	3.841868103	-1.025615077	0.25033708	0.998642427	"Promoter (<=1kb)"	22	32190435	32202451	12017	2	"ENSG00000128253"	"ENST00000248983"	0	10739	"ret finger protein like 2"
"RGS16"	-1.376694735	7.777808063	-7.433376048	0.000495067	0.019861829	0.396827601	"1"	182600949	182602190	1242	"*"	1243	"*"	1.364556466	1.070350835	1.608808786	-0.702683397	0.749596078	0.998642427	"Promoter (2-3kb)"	1	182598623	182604389	5767	2	"ENSG00000143333"	"ENST00000367558"	2199	6004	"regulator of G protein signaling 16"
"RN7SKP281"	-1.00697528	3.787403987	-3.403564102	0.017010578	0.129373335	-3.525327685	"2"	157292432	157295376	2945	"*"	2946	"*"	1.842803843	0.978161861	2.379669722	-1.539115714	0.30980282	0.998642427	"Intron (ENST00000259056/ENSG00000136542, intron 3 of 9)"	2	157298807	157299158	352	2	"ENSG00000222404"	"ENST00000410472"	3782	106480369	"RN7SK pseudogene 281"
"ROBO2"	-1.116133435	2.143029218	-3.2588501	0.020109475	0.140627959	-3.708912726	"3"	77455965	77457164	1200	"*"	1201	"*"	0.527518127	0	1.527518127	-4.688906756	0.29548061	0.998642427	"Intron (ENST00000487694/ENSG00000185008, intron 3 of 26)"	3	77477410	77649964	172555	1	"ENSG00000185008"	"ENST00000614793"	-20246	6092	"roundabout guidance receptor 2"
"RYR3"	-1.24877192	10.98875962	-9.764513356	0.000124133	0.010291066	1.88801721	"15"	33523135	33524334	1200	"*"	1201	"*"	0.415077128	0	1.415077128	-4.579374308	0.261188068	0.998642427	"Intron (ENST00000415757/ENSG00000198838, intron 3 of 102)"	15	33533322	33539181	5860	1	"ENSG00000198838"	"ENST00000635875"	-8988	6263	"ryanodine receptor 3"
"RYR3"	-1.24877192	10.98875962	-9.764513356	0.000124133	0.010291066	1.88801721	"15"	33462873	33464072	1200	"*"	1201	"*"	0	0	0.829493498	-4.02330076	0.408339565	0.998642427	"Intron (ENST00000415757/ENSG00000198838, intron 1 of 102)"	15	33533322	33539181	5860	1	"ENSG00000198838"	"ENST00000635875"	-69250	6263	"ryanodine receptor 3"
"SAMD3"	-1.698239552	3.332856813	-6.174848571	0.001229398	0.031499438	-0.606503671	"6"	130363554	130367610	4057	"*"	4058	"*"	2.007987614	1.336433725	2.464446735	-1.284362975	0.378995015	0.998642427	"Promoter (<=1kb)"	6	130144315	130365425	221111	2	"ENSG00000164483"	"ENST00000368134"	0	154075	"sterile alpha motif domain containing 3"
"SAMD3"	-1.698239552	3.332856813	-6.174848571	0.001229398	0.031499438	-0.606503671	"6"	130289949	130291216	1268	"*"	1269	"*"	0.138895144	0	0.78461982	-1.790119691	0.711887613	0.998642427	"Intron (ENST00000368134/ENSG00000164483, intron 2 of 13)"	6	130221526	130286245	64720	2	"ENSG00000164483"	"ENST00000529119"	-3704	154075	"sterile alpha motif domain containing 3"
"SDC3"	-1.196019671	7.473844964	-4.760708988	0.004137154	0.060323143	-1.957350747	"1"	30905421	30906637	1217	"*"	1218	"*"	0.807837019	0	1.807837019	-4.958585569	0.181618047	0.998642427	"Promoter (2-3kb)"	1	30869466	30908758	39293	2	"ENSG00000162512"	"ENST00000339394"	2121	9672	"syndecan 3"
"SH2D3C"	-1.004869463	5.554831069	-4.922937956	0.003555806	0.056256779	-1.788558046	"9"	127740016	127746260	6245	"*"	6246	"*"	2.929598284	2.435508915	3.296958506	-1.043379517	0.304121652	0.998642427	"Promoter (<=1kb)"	9	127742659	127744720	2062	2	"ENSG00000095370"	"ENST00000484160"	0	10044	"SH2 domain containing 3C"
"SH2D3C"	-1.004869463	5.554831069	-4.922937956	0.003555806	0.056256779	-1.788558046	"9"	127772446	127774523	2078	"*"	2079	"*"	2.577216904	2.154277304	2.903865566	-0.929152493	0.393160413	0.998642427	"Promoter (<=1kb)"	9	127742849	127774144	31296	2	"ENSG00000095370"	"ENST00000471939"	0	10044	"SH2 domain containing 3C"
"SLC10A5"	-2.076272897	1.038136448	-8.814065332	0.000209743	0.013091714	1.329028871	"8"	81689482	81692112	2631	"*"	2632	"*"	1.237489582	0	2.237489582	-5.375914895	0.063445718	0.998642427	"Promoter (2-3kb)"	8	81693631	81695058	1428	2	"ENSG00000253598"	"ENST00000518568"	2946	347051	"solute carrier family 10 member 5"
"SLC25A43"	-1.0023272	5.584411296	-4.955320796	0.003451353	0.055159336	-1.755320881	"X"	119406619	119407818	1200	"*"	1201	"*"	0.789635998	0	1.789635998	-4.941608407	0.223493828	0.998642427	"Promoter (<=1kb)"	23	119406556	119452941	46386	1	"ENSG00000077713"	"ENST00000484058"	63	203427	"solute carrier family 25 member 43"
"SLC25A48"	-1.440642698	2.638617183	-4.467371864	0.005489305	0.070819001	-2.272420053	"5"	135622434	135624998	2565	"*"	2566	"*"	0.962058566	0	1.962058566	-5.108570123	0.166270527	0.998642427	"Intron (ENST00000509372/ENSG00000250167, intron 2 of 3)"	5	135609312	135813109	203798	1	"ENSG00000145832"	"ENST00000647391"	13122	153328	"solute carrier family 25 member 48"
"SORL1"	-1.144117362	3.920190054	-2.974211153	0.028215506	0.168204812	-4.07818549	"11"	121626839	121630115	3277	"*"	3278	"*"	2.002352071	1.294359084	2.475181712	-1.334386262	0.327002603	0.998642427	"Promoter (<=1kb)"	11	121628836	121632240	3405	1	"ENSG00000137642"	"ENST00000530365"	0	6653	"sortilin related receptor 1"
"SSC4D"	-2.163951032	1.081975516	-7.790995353	0.000391422	0.017537416	0.65357239	"7"	76380711	76381910	1200	"*"	1201	"*"	2.129225213	1.836388761	2.372534089	-0.715357607	0.586654503	0.998642427	"Distal Intergenic"	7	76389334	76393490	4157	2	"ENSG00000146700"	"ENST00000492979"	11580	136853	"scavenger receptor cysteine rich family member with 4 domains"
"SYBU"	-1.63074794	4.441135348	-5.378142454	0.002366746	0.044513958	-1.33486664	"8"	109726233	109727561	1329	"*"	1330	"*"	0.16775858	0	0.784522141	-1.681115799	0.728077472	0.998642427	"Distal Intergenic"	8	109574188	109691791	117604	2	"ENSG00000147642"	"ENST00000422135"	-34442	55638	"syntabulin"
"TBC1D4"	-1.060384707	9.501243398	-8.354682769	0.000275265	0.015352729	1.035973179	"13"	75478855	75480174	1320	"*"	1321	"*"	0.749559794	0.004346603	1.238506923	-1.322556157	0.681754202	0.998642427	"Promoter (1-2kb)"	13	75284665	75482114	197450	2	"ENSG00000136111"	"ENST00000377625"	1940	9882	"TBC1 domain family member 4"
"TCAM1P"	-1.830617699	0.915308849	-7.771225073	0.000396442	0.017537416	0.639675465	"17"	63849953	63851263	1311	"*"	1312	"*"	0.749559794	0.004346603	1.238506923	-1.322556157	0.681754202	0.998642427	"Promoter (<=1kb)"	17	63849313	63859554	10242	1	"ENSG00000240280"	"ENST00000469014"	640	146771	"testicular cell adhesion molecule 1, pseudogene"
"TLL2"	-1.421289686	3.207929208	-4.072736788	0.008186273	0.087075509	-2.716898653	"10"	96369861	96376176	6316	"*"	6317	"*"	3.865345603	3.469608266	4.175568438	-0.898117102	0.255891365	0.998642427	"Promoter (<=1kb)"	10	96373113	96375361	2249	2	"ENSG00000095587"	"ENST00000506028"	0	7093	"tolloid like 2"
"TNFRSF19"	-2.285241217	7.077935726	-18.94304375	3.81e-06	0.003490126	5.245404764	"13"	23569630	23571714	2085	"*"	2086	"*"	1.80210561	1.003491381	2.313167624	-1.450034541	0.362431326	0.998642427	"Promoter (<=1kb)"	13	23570370	23676104	105735	1	"ENSG00000127863"	"ENST00000403372"	0	55504	"TNF receptor superfamily member 19"
"TNS1"	-3.646198952	12.04510023	-29.45104241	3.59e-07	0.003490126	6.952341275	"2"	217826579	217829168	2590	"*"	2591	"*"	4.574894768	4.248876981	4.840649209	-0.787705477	0.252295827	0.998642427	"Intron (ENST00000646520/ENSG00000079308, intron 22 of 32)"	2	217813709	217815368	1660	2	"ENSG00000079308"	"ENST00000495556"	-11211	7145	"tensin 1"
"TSPAN7"	-3.122107405	2.089374536	-6.499470715	0.000959254	0.027109052	-0.331616278	"X"	38648233	38650969	2737	"*"	2738	"*"	2.521337365	2.017928612	2.893801399	-1.051798973	0.354730478	0.998642427	"Intron (ENST00000465127/ENSG00000250349, intron 3 of 8)"	23	38666096	38688920	22825	1	"ENSG00000156298"	"ENST00000419600"	-15127	7102	"tetraspanin 7"
"UCA1"	-1.138511458	9.71787536	-10.00512917	0.000109497	0.009448805	2.020298364	"19"	15832725	15835689	2965	"*"	2966	"*"	1.919258328	0.546561806	2.609748023	-2.165696822	0.144975576	0.998642427	"Promoter (<=1kb)"	19	15834319	15835419	1101	1	"ENSG00000214049"	"ENST00000600160"	0	652995	"urothelial cancer associated 1"
"VSIR"	-1.317940317	5.561998096	-5.05739907	0.003144512	0.052534491	-1.651529092	"10"	71768374	71769658	1285	"*"	1286	"*"	1.788267156	0.572757208	2.438461103	-1.972829265	0.227237295	0.998642427	"Intron (ENST00000224721/ENSG00000107736, intron 38 of 69)"	10	71747556	71773520	25965	2	"ENSG00000107738"	"ENST00000394957"	3862	64115	"V-set immunoregulatory receptor"
"WIPF1"	-1.410208981	7.28113889	-6.254444526	0.001155742	0.030204486	-0.537990837	"2"	174589834	174591647	1814	"*"	1815	"*"	0.415077128	0	1.415077128	-4.579374308	0.261188068	0.998642427	"Intron (ENST00000442996/ENSG00000236449, intron 2 of 3)"	2	174572324	174585589	13266	2	"ENSG00000115935"	"ENST00000455428"	-4245	7456	"WAS/WASL interacting protein family member 1"
"WSCD2"	-4.307212139	5.586675409	-13.9107629	1.96e-05	0.00416796	3.76212946	"12"	108122312	108125130	2819	"*"	2820	"*"	2.342711054	1.372790739	2.917505993	-1.693599797	0.175702376	0.998642427	"Distal Intergenic"	12	108129288	108250537	121250	1	"ENSG00000075035"	"ENST00000547525"	-4158	9671	"WSC domain containing 2"
"YBX2"	-1.786250482	6.814178736	-6.09076307	0.001313212	0.032582141	-0.67968512	"17"	7295642	7302236	6595	"*"	6596	"*"	3.434577104	3.1111923	3.698581832	-0.778118804	0.386114886	0.998642427	"Promoter (1-2kb)"	17	7288263	7294639	6377	2	"ENSG00000006047"	"ENST00000007699"	-1003	51087	"Y-box binding protein 2"
"YBX2"	-1.786250482	6.814178736	-6.09076307	0.001313212	0.032582141	-0.67968512	"17"	7287393	7295509	8117	"*"	8118	"*"	3.860233912	3.583835431	4.092096872	-0.702251332	0.37092302	0.998642427	"Promoter (<=1kb)"	17	7288263	7293935	5673	2	"ENSG00000006047"	"ENST00000571834"	0	51087	"Y-box binding protein 2"
"ZFYVE28"	-1.830617699	3.596773556	-3.59976147	0.013628912	0.114195718	-3.281265028	"4"	2275369	2277341	1973	"*"	1974	"*"	1.634156952	1.362646775	1.862573153	-0.670588291	0.691581353	0.998642427	"Intron (ENST00000508471/ENSG00000159733, intron 2 of 6)"	4	2270918	2271751	834	2	"ENSG00000159733"	"ENST00000514248"	-3618	57732	"zinc finger FYVE-type containing 28"
"ZMIZ1"	-1.047434392	10.22867821	-8.435317928	0.000262192	0.0149892	1.088575497	"10"	79070583	79071942	1360	"*"	1361	"*"	3.007089562	2.480117323	3.392233728	-1.093747731	0.277262124	0.998642427	"Promoter (1-2kb)"	10	79068966	79316519	247554	1	"ENSG00000108175"	"ENST00000334512"	1617	57178	"zinc finger MIZ-type containing 1"
"ZMIZ1-AS1"	-1.088928847	2.934439424	-4.300805895	0.006480069	0.077326279	-2.45710637	"10"	79041595	79056334	14740	"*"	14741	"*"	4.657032992	4.072167131	5.072022169	-1.193636549	0.086925333	0.998642427	"Exon (ENST00000456353/ENSG00000224596, exon 4 of 10)"	10	79043463	79067420	23958	2	"ENSG00000224596"	"ENST00000665190"	11086	283050	"ZMIZ1 antisense RNA 1"
"ZMIZ1-AS1"	-1.088928847	2.934439424	-4.300805895	0.006480069	0.077326279	-2.45710637	"10"	79056362	79063006	6645	"*"	6646	"*"	3.413229351	2.70907011	3.884364682	-1.357476183	0.13781324	0.998642427	"Intron (ENST00000456353/ENSG00000224596, intron 3 of 9)"	10	79043463	79067420	23958	2	"ENSG00000224596"	"ENST00000665190"	4414	283050	"ZMIZ1 antisense RNA 1"
